age,job,education,housing,loan,output,marital
41,entrepreneur,university.degree,yes,no,yes,married
33,services,professional.course,yes,yes,no,married
32,technician,high.school,no,no,no,single
45,unemployed,university.degree,no,no,no,married
29,technician,university.degree,no,no,no,single
35,technician,basic.9y,no,no,no,single
35,admin.,university.degree,yes,no,no,married
86,retired,unknown,yes,yes,yes,married
45,admin.,university.degree,no,no,no,married
34,technician,professional.course,no,yes,no,married
41,technician,professional.course,yes,no,yes,married
50,blue-collar,basic.4y,yes,no,no,married
28,management,basic.9y,yes,no,no,single
33,admin.,university.degree,yes,no,no,married
42,technician,university.degree,yes,no,no,married
43,blue-collar,basic.6y,no,no,no,married
42,services,university.degree,no,no,yes,married
56,blue-collar,basic.4y,no,yes,no,married
29,student,university.degree,yes,no,no,single
31,housemaid,high.school,yes,no,no,single
31,admin.,high.school,yes,no,no,single
28,blue-collar,basic.4y,no,no,no,married
43,admin.,university.degree,yes,yes,no,married
44,admin.,high.school,yes,no,no,single
43,admin.,high.school,yes,no,no,married
41,retired,basic.4y,yes,no,no,single
31,admin.,university.degree,no,no,no,single
59,admin.,university.degree,yes,yes,no,married
32,housemaid,university.degree,yes,no,no,single
24,student,high.school,no,no,no,single
31,blue-collar,basic.9y,no,no,yes,single
38,admin.,high.school,yes,yes,no,single
37,management,university.degree,yes,no,no,divorced
33,admin.,university.degree,yes,no,no,married
27,admin.,university.degree,yes,yes,no,single
34,services,high.school,no,no,no,married
46,self-employed,basic.6y,yes,no,no,married
30,admin.,high.school,no,no,no,married
31,unemployed,basic.4y,no,no,no,single
56,management,university.degree,no,yes,no,married
52,services,high.school,no,no,no,married
30,technician,professional.course,yes,no,no,married
34,blue-collar,basic.6y,no,no,no,married
31,admin.,high.school,no,no,yes,married
33,admin.,university.degree,yes,no,yes,married
33,admin.,university.degree,yes,yes,no,single
30,technician,university.degree,yes,no,no,single
28,admin.,university.degree,no,no,no,single
24,technician,professional.course,no,no,no,single
41,blue-collar,basic.4y,yes,yes,no,married
26,admin.,high.school,no,no,no,married
40,admin.,unknown,no,no,no,married
45,housemaid,basic.4y,no,no,yes,single
42,admin.,university.degree,yes,no,no,married
41,technician,high.school,no,no,yes,married
56,management,basic.9y,yes,no,no,divorced
25,technician,high.school,yes,no,no,single
25,blue-collar,high.school,yes,no,no,single
33,admin.,high.school,yes,no,no,single
34,technician,basic.9y,no,no,no,married
36,technician,high.school,yes,no,no,single
75,retired,university.degree,yes,no,yes,married
38,management,university.degree,no,yes,no,married
28,student,unknown,yes,no,no,single
56,retired,basic.4y,yes,no,no,married
58,blue-collar,professional.course,no,no,no,married
30,blue-collar,unknown,yes,yes,no,single
48,admin.,university.degree,yes,no,no,married
30,admin.,high.school,yes,no,no,married
43,admin.,high.school,unknown,unknown,no,married
33,admin.,university.degree,no,no,no,single
36,technician,basic.6y,no,no,no,married
54,retired,high.school,yes,no,no,single
29,blue-collar,high.school,yes,no,no,single
28,admin.,university.degree,yes,yes,no,single
59,retired,professional.course,no,no,no,divorced
45,blue-collar,basic.9y,yes,no,no,married
32,technician,university.degree,yes,no,no,single
55,retired,professional.course,no,yes,no,divorced
29,admin.,university.degree,no,no,no,single
31,technician,professional.course,no,no,no,married
34,technician,high.school,yes,no,no,married
25,technician,university.degree,yes,no,no,divorced
35,blue-collar,basic.9y,yes,no,no,married
49,technician,basic.9y,yes,no,no,married
35,blue-collar,basic.9y,yes,no,no,married
36,admin.,university.degree,no,no,no,married
29,technician,university.degree,yes,yes,no,single
30,admin.,high.school,unknown,unknown,no,single
24,student,university.degree,no,no,no,married
47,admin.,university.degree,yes,no,yes,single
32,blue-collar,basic.4y,no,yes,no,married
34,technician,professional.course,no,no,no,single
34,admin.,university.degree,no,no,no,single
39,technician,professional.course,no,no,no,married
47,blue-collar,basic.9y,yes,yes,no,married
32,technician,high.school,yes,no,no,married
29,technician,university.degree,yes,no,no,single
57,retired,university.degree,yes,no,no,married
49,management,high.school,no,no,no,married
42,technician,professional.course,yes,no,no,married
29,admin.,university.degree,yes,no,no,single
34,technician,professional.course,yes,yes,no,married
51,entrepreneur,university.degree,yes,no,no,divorced
47,blue-collar,basic.9y,no,no,no,divorced
53,technician,professional.course,yes,no,no,married
28,technician,basic.9y,yes,no,no,married
27,technician,university.degree,yes,no,yes,single
23,admin.,university.degree,yes,no,no,single
30,student,high.school,no,no,no,single
42,blue-collar,basic.6y,yes,no,no,married
38,admin.,university.degree,yes,no,no,single
29,admin.,university.degree,yes,yes,no,married
44,housemaid,basic.4y,yes,no,no,married
59,retired,high.school,unknown,unknown,no,married
45,management,basic.9y,yes,no,no,single
51,management,university.degree,no,yes,no,married
28,services,high.school,yes,yes,no,married
29,technician,university.degree,yes,yes,no,married
28,technician,professional.course,yes,no,no,single
29,technician,professional.course,yes,no,no,single
40,admin.,high.school,yes,no,no,single
43,blue-collar,basic.4y,yes,no,no,married
54,management,university.degree,no,yes,no,married
42,admin.,university.degree,yes,no,no,married
55,services,high.school,no,no,no,married
49,blue-collar,basic.4y,no,no,no,single
52,services,professional.course,yes,yes,no,married
32,admin.,high.school,no,no,no,married
23,admin.,university.degree,yes,yes,no,single
34,technician,professional.course,yes,yes,no,married
36,services,high.school,no,no,no,married
54,admin.,university.degree,no,no,no,single
39,services,basic.9y,yes,no,no,divorced
50,housemaid,basic.4y,no,no,no,divorced
30,services,high.school,yes,no,yes,single
27,blue-collar,basic.9y,no,yes,no,married
32,admin.,university.degree,yes,no,no,divorced
54,technician,university.degree,no,no,no,married
40,blue-collar,basic.4y,unknown,unknown,no,married
50,blue-collar,professional.course,yes,no,no,married
35,technician,professional.course,unknown,unknown,no,single
26,admin.,university.degree,yes,no,no,single
45,admin.,university.degree,yes,no,no,single
28,technician,high.school,no,no,no,married
28,blue-collar,basic.4y,yes,no,no,single
50,technician,professional.course,no,no,no,married
31,blue-collar,basic.6y,yes,no,no,married
34,admin.,university.degree,no,no,no,single
56,blue-collar,basic.4y,no,no,no,married
29,entrepreneur,basic.4y,no,no,no,married
58,admin.,university.degree,no,no,no,married
46,blue-collar,basic.4y,no,no,no,married
35,blue-collar,basic.9y,no,yes,no,divorced
34,management,university.degree,yes,no,no,married
39,admin.,high.school,no,no,no,single
40,management,unknown,yes,no,no,married
40,admin.,university.degree,yes,yes,no,married
54,blue-collar,basic.4y,yes,yes,no,married
25,admin.,university.degree,no,no,no,single
40,unemployed,professional.course,yes,no,no,married
49,blue-collar,basic.4y,no,no,no,married
41,admin.,unknown,yes,no,no,married
32,admin.,high.school,no,no,no,married
44,admin.,university.degree,no,no,no,divorced
41,admin.,university.degree,no,no,yes,married
30,technician,university.degree,yes,yes,no,single
27,blue-collar,basic.9y,yes,no,no,single
41,blue-collar,basic.4y,yes,no,no,married
36,blue-collar,basic.9y,yes,no,no,married
54,entrepreneur,professional.course,yes,yes,no,married
30,blue-collar,professional.course,no,no,no,single
25,student,unknown,yes,no,no,single
42,management,high.school,no,no,no,married
36,services,basic.9y,yes,no,no,divorced
45,admin.,university.degree,yes,no,no,married
38,technician,university.degree,no,no,no,married
38,admin.,professional.course,no,no,no,single
34,blue-collar,basic.4y,no,no,no,married
44,admin.,basic.9y,no,no,no,married
37,services,basic.9y,no,no,no,single
39,blue-collar,basic.9y,no,no,yes,single
57,admin.,university.degree,no,no,no,married
34,technician,professional.course,yes,no,no,married
25,admin.,unknown,no,no,no,married
52,admin.,high.school,yes,no,no,married
23,technician,high.school,no,no,no,single
57,technician,basic.4y,no,no,no,married
50,admin.,university.degree,no,no,no,married
46,technician,professional.course,no,yes,no,married
43,blue-collar,basic.4y,no,no,no,single
38,management,university.degree,no,no,no,divorced
53,admin.,basic.6y,yes,yes,no,single
35,self-employed,university.degree,no,no,no,unknown
28,services,high.school,no,no,no,married
25,blue-collar,basic.9y,yes,no,no,single
56,services,high.school,no,no,no,divorced
56,technician,university.degree,no,no,no,married
33,services,high.school,yes,no,no,single
31,housemaid,professional.course,yes,yes,no,single
48,admin.,university.degree,no,no,yes,divorced
45,self-employed,university.degree,yes,yes,no,divorced
24,blue-collar,basic.9y,yes,no,no,married
33,blue-collar,basic.9y,yes,yes,no,married
38,admin.,high.school,no,no,no,married
48,housemaid,basic.4y,no,yes,no,married
28,entrepreneur,basic.9y,no,no,no,married
50,self-employed,basic.4y,unknown,unknown,no,married
29,admin.,university.degree,yes,yes,no,married
38,blue-collar,basic.6y,no,no,no,married
18,student,unknown,yes,yes,no,single
31,unemployed,basic.9y,yes,no,no,married
34,blue-collar,basic.9y,yes,no,no,married
38,admin.,university.degree,yes,no,no,married
57,admin.,high.school,yes,no,no,single
35,technician,unknown,yes,yes,no,divorced
77,retired,professional.course,no,no,no,divorced
29,blue-collar,basic.9y,yes,yes,no,single
46,management,university.degree,no,yes,no,married
21,student,high.school,yes,yes,yes,single
43,management,university.degree,no,no,no,married
43,admin.,basic.9y,no,no,no,married
31,technician,university.degree,no,no,no,married
39,student,unknown,yes,no,no,single
44,technician,university.degree,no,yes,no,single
32,services,high.school,yes,no,no,single
43,self-employed,high.school,no,no,no,single
48,services,high.school,no,no,no,married
28,blue-collar,basic.6y,no,no,no,single
36,blue-collar,basic.9y,yes,yes,no,married
52,self-employed,basic.9y,yes,no,no,divorced
34,services,high.school,yes,no,no,single
37,admin.,high.school,yes,no,no,married
25,admin.,university.degree,no,no,no,single
48,technician,professional.course,no,no,no,divorced
36,self-employed,professional.course,yes,no,no,single
27,technician,professional.course,no,no,no,single
34,blue-collar,basic.9y,yes,no,no,married
42,services,high.school,yes,yes,no,married
37,blue-collar,basic.9y,yes,no,no,married
41,blue-collar,basic.9y,no,no,no,married
51,blue-collar,basic.9y,yes,no,no,married
27,admin.,high.school,no,no,no,married
35,admin.,university.degree,yes,no,no,single
31,services,high.school,yes,yes,no,divorced
31,blue-collar,basic.9y,yes,no,no,single
31,blue-collar,basic.9y,no,no,no,married
64,unknown,unknown,yes,no,yes,married
33,management,university.degree,yes,no,no,married
41,blue-collar,basic.4y,yes,no,no,married
34,admin.,high.school,no,no,no,single
41,admin.,basic.9y,yes,no,no,married
36,blue-collar,basic.6y,yes,no,no,married
59,retired,professional.course,yes,no,no,married
56,management,basic.9y,yes,no,yes,married
59,retired,professional.course,no,no,no,married
32,admin.,university.degree,unknown,unknown,no,single
40,technician,basic.9y,yes,no,no,married
38,admin.,university.degree,yes,no,yes,married
34,admin.,professional.course,yes,no,no,married
41,unknown,unknown,no,no,no,married
33,admin.,high.school,no,no,no,single
31,technician,high.school,yes,yes,no,single
29,blue-collar,basic.9y,yes,no,no,divorced
38,admin.,basic.9y,yes,no,no,single
24,admin.,high.school,yes,yes,yes,single
34,admin.,basic.6y,no,no,no,single
27,admin.,high.school,yes,yes,no,married
32,blue-collar,high.school,no,no,no,married
49,admin.,high.school,yes,no,no,married
36,technician,basic.9y,no,no,no,divorced
46,blue-collar,basic.9y,yes,no,no,single
47,services,high.school,yes,no,no,divorced
37,services,high.school,yes,yes,no,married
31,services,high.school,unknown,unknown,no,married
36,technician,university.degree,yes,yes,no,married
30,technician,university.degree,yes,no,yes,single
32,entrepreneur,high.school,yes,no,no,married
54,management,university.degree,yes,no,no,married
51,blue-collar,basic.9y,no,yes,yes,married
28,technician,university.degree,yes,no,no,divorced
54,management,university.degree,no,no,yes,married
31,admin.,high.school,yes,no,no,married
57,admin.,basic.6y,no,no,no,married
49,unemployed,professional.course,no,no,no,married
45,blue-collar,basic.6y,yes,no,no,married
33,management,university.degree,yes,yes,no,married
53,services,university.degree,no,no,no,married
26,student,basic.9y,yes,no,yes,single
31,technician,university.degree,no,no,no,married
32,blue-collar,basic.9y,yes,no,no,married
29,technician,high.school,no,no,no,married
31,technician,high.school,no,no,no,single
29,student,unknown,no,no,no,single
49,blue-collar,basic.9y,no,yes,no,married
26,admin.,university.degree,yes,yes,no,single
43,blue-collar,unknown,no,yes,no,married
56,retired,basic.9y,yes,yes,no,married
